locus	segsites1	pairlocus	segsites2	segsites
582354	1	582353	2	3
582358	3	325998	4	7
582360	1	582359	2	3
582385	7	582384	4	11
582416	1	582415	1	2
582419	2	582418	1	3
582431	1	582430	1	2
582435	2	582434	1	3
582441	5	582440	2	7
582451	1	582450	1	2
582456	2	582455	1	3
582466	3	582465	1	4
582485	22	582484	6	28
582487	1	582486	3	4
582489	2	897230	1	3
582496	3	582495	1	4
582502	2	582501	1	3
582505	2	582504	2	4
582509	2	582508	3	5
582524	3	140674	2	5
582532	7	582531	6	13
582552	7	582551	1	8
582556	2	582555	2	4
582559	1	140696	2	3
582569	2	582568	4	6
582570	3	140703	3	6
582574	1	582573	4	5
582576	7	582575	6	13
582582	6	582581	25	31
582588	9	897275	3	12
582591	2	582590	3	5
582593	8	582592	3	11
582610	4	582609	5	9
582617	3	582616	6	9
582625	1	582624	11	12
582627	7	582626	10	17
582633	7	582632	6	13
582635	5	582634	9	14
582640	14	582639	5	19
582642	2	582641	5	7
582653	2	582652	2	4
582658	4	582657	3	7
582677	9	582676	5	14
582695	2	582694	1	3
582700	9	582699	14	23
582704	3	582703	5	8
582710	8	582709	10	18
582712	4	582711	4	8
582716	3	582715	2	5
582719	8	582718	6	14
582724	4	582723	1	5
582727	10	582726	2	12
582729	12	326056	9	21
582731	11	582730	5	16
582734	5	582733	10	15
582742	10	582741	8	18
582747	14	582746	9	23
582761	6	582760	12	18
582763	2	140774	5	7
582766	6	582765	8	14
582771	6	582770	8	14
582779	5	582778	15	20
582787	5	582786	4	9
582789	2	582788	1	3
582807	6	582806	2	8
582810	11	582809	7	18
582816	9	582815	4	13
582839	1	582838	5	6
582848	15	582847	5	20
582857	1	582856	11	12
582877	5	582876	12	17
582881	1	582880	30	31
582889	4	582888	4	8
582902	1	140830	4	5
582907	1	582906	3	4
582916	2	582915	1	3
582920	1	582919	1	2
582925	16	582924	10	26
582927	4	582926	11	15
582938	11	582937	26	37
582940	1	582939	1	2
582942	5	582941	9	14
582951	3	582950	2	5
582954	3	582953	5	8
582956	29	582955	1	30
582960	2	140844	4	6
582965	5	582964	1	6
582977	1	582976	1	2
582980	2	326078	2	4
582994	6	582993	4	10
583008	2	583007	1	3
583014	3	583013	5	8
583021	2	583020	1	3
583034	4	583033	3	7
583051	3	583050	4	7
583053	1	583052	1	2
583056	2	583055	3	5
583058	5	583057	7	12
583068	4	583067	3	7
583072	8	583071	9	17
583087	5	583086	5	10
583099	4	583098	2	6
583101	1	583100	4	5
583113	3	583112	5	8
583122	11	583121	11	22
583123	8	140953	4	12
583125	6	583124	4	10
583133	1	140960	1	2
583147	2	583146	1	3
583151	2	583150	2	4
583170	1	583169	1	2
583172	2	583171	1	3
583176	2	583175	2	4
583214	2	583213	2	4
583222	11	583221	6	17
583224	4	583223	3	7
583226	2	583225	1	3
583231	1	583230	1	2
583237	6	583236	3	9
583239	3	583238	11	14
583241	1	583240	2	3
583245	4	583244	2	6
583249	1	583248	4	5
583251	2	583250	4	6
583258	4	583257	3	7
583260	11	583259	4	15
583264	2	583263	18	20
583274	6	583273	3	9
583277	11	583276	3	14
583279	2	583278	2	4
583282	3	583281	2	5
583286	5	141046	8	13
583290	4	583289	1	5
583297	5	583296	6	11
583299	5	326131	6	11
583301	5	583300	4	9
583304	5	583303	2	7
583305	2	141053	3	5
583311	5	583310	4	9
583315	10	583314	4	14
583318	1	583317	9	10
583324	8	583323	1	9
583330	1	583329	4	5
583335	1	326135	4	5
583338	3	583337	3	6
583341	1	583340	7	8
583345	5	583344	3	8
583349	8	583348	1	9
583353	6	583351	50	56
583354	12	141090	6	18
583358	27	583357	11	38
583361	11	583360	11	22
583363	7	141091	2	9
583399	1	583398	11	12
583413	2	583412	7	9
583417	2	583416	6	8
583427	6	583426	1	7
583431	3	583430	2	5
583435	4	583434	1	5
583448	2	583447	5	7
583450	4	583449	4	8
583452	2	583451	2	4
583458	6	583457	3	9
583466	30	141166	3	33
583470	5	583469	6	11
583482	1	141188	7	8
583484	20	583483	5	25
583491	2	583490	5	7
583494	5	583493	2	7
583498	3	141200	2	5
583501	1	583500	3	4
583503	4	583502	3	7
583506	2	583505	2	4
583508	8	583507	11	19
583514	2	583513	1	3
583527	2	897617	4	6
583532	5	583531	13	18
583537	14	583536	3	17
583555	4	583554	1	5
583562	2	583561	2	4
583570	6	141234	2	8
583572	3	583571	3	6
583583	1	583582	3	4
583587	2	583586	3	5
583620	5	583619	8	13
583622	2	583621	5	7
583626	7	583625	30	37
583630	3	583629	2	5
583643	1	583642	5	6
583645	2	583644	3	5
583655	4	583654	3	7
583659	2	583658	1	3
583666	1	583665	1	2
583673	7	583672	1	8
583681	2	583680	5	7
583687	4	583686	2	6
583689	2	583688	9	11
583692	1	583691	1	2
583694	1	583693	3	4
583703	2	583702	5	7
583705	5	583704	8	13
583712	6	583711	11	17
583742	1	583741	4	5
583745	2	583744	3	5
583751	4	583750	15	19
583763	2	583762	5	7
583797	5	583796	6	11
583800	2	583799	3	5
583803	1	583802	6	7
583815	6	583814	3	9
583818	6	583817	1	7
583821	5	583820	2	7
583826	1	583825	2	3
583830	2	583829	1	3
583837	2	583836	2	4
583842	2	583841	3	5
583847	5	583846	7	12
583850	5	583849	6	11
583858	2	583857	1	3
583870	1	583869	2	3
583873	11	583872	4	15
583875	7	583874	3	10
583880	6	583879	1	7
583883	1	583882	1	2
583896	3	583895	3	6
583898	5	897780	6	11
583900	9	583899	3	12
583903	3	583902	7	10
583906	2	583905	1	3
583918	7	583917	4	11
583919	1	897784	25	26
583926	3	583925	3	6
583943	3	583942	1	4
583945	1	583944	4	5
583951	3	583950	2	5
583955	6	583954	4	10
583965	15	583964	120	135
583973	1	583972	5	6
583980	3	583979	4	7
583983	6	583982	5	11
583996	2	583995	1	3
583999	2	583998	1	3
584002	2	584001	1	3
584015	1	141424	2	3
584022	3	584021	8	11
584028	1	141441	2	3
584054	1	584053	2	3
584076	1	584075	4	5
584078	3	584077	2	5
584080	1	584079	9	10
584085	4	584084	7	11
584101	1	584100	2	3
584107	33	584106	2	35
584108	4	141491	3	7
584110	6	584109	1	7
584136	1	584135	2	3
584139	1	584138	4	5
584142	4	584141	6	10
584148	2	584147	8	10
584152	4	584151	4	8
584162	6	584161	40	46
584179	2	584178	8	10
584181	6	584180	4	10
584184	2	584183	7	9
584199	3	584198	7	10
584208	1	584207	2	3
584215	1	584214	1	2
584228	3	584227	2	5
584245	2	584244	1	3
584249	3	584248	3	6
584251	1	584250	4	5
584253	1	584252	7	8
584259	5	584258	1	6
584270	6	584269	2	8
584272	6	584271	1	7
584282	9	141591	5	14
584290	2	897953	2	4
584295	1	584294	4	5
584305	2	584304	4	6
584308	2	141607	1	3
584312	4	584311	1	5
584319	3	141610	3	6
584342	4	584341	16	20
584347	1	141624	4	5
584350	4	584349	2	6
584358	2	584357	3	5
584363	2	326281	2	4
584381	1	584380	2	3
584393	5	584392	2	7
584395	3	584394	2	5
584397	2	584396	1	3
584400	2	141641	1	3
584401	2	897998	6	8
584411	4	584410	4	8
584423	6	584422	4	10
584433	3	584432	3	6
584444	3	584443	4	7
584445	2	141653	5	7
584448	5	584447	9	14
584470	4	584469	1	5
584478	1	584477	7	8
584480	1	584479	3	4
584496	1	584495	3	4
584502	9	584501	5	14
584505	4	584504	6	10
584508	9	584507	2	11
584509	4	141667	4	8
584516	5	584515	1	6
584520	6	584519	2	8
584529	2	326296	2	4
584534	3	584533	6	9
584538	2	584537	3	5
584548	2	584547	14	16
584551	4	326298	17	21
584556	4	584555	1	5
584568	3	584567	4	7
584590	1	584589	4	5
584605	6	584604	4	10
584607	8	584606	14	22
584609	10	584608	3	13
584621	1	584620	2	3
584623	3	584622	3	6
584627	2	584626	7	9
584649	4	584648	5	9
584652	6	584651	3	9
584654	1	584653	10	11
584667	8	584666	3	11
584677	3	584676	1	4
584680	4	584679	8	12
584684	7	584683	6	13
584687	2	584686	2	4
584700	2	584699	2	4
584706	3	584705	1	4
584713	4	584712	4	8
584725	2	584724	2	4
584727	1	584726	3	4
584729	1	584728	3	4
584735	3	584734	5	8
584739	4	584738	4	8
584746	16	1054059	2	18
584755	5	584754	5	10
584761	6	584760	9	15
584765	2	898175	3	5
584772	7	141724	5	12
584776	5	584775	5	10
584779	1	584778	2	3
584785	13	584784	2	15
584795	2	584794	7	9
584806	7	584805	1	8
584811	3	584810	11	14
584822	3	584821	2	5
584824	1	584823	4	5
584833	3	584832	2	5
584835	2	584834	2	4
584840	4	584839	6	10
584844	1	584843	11	12
584848	2	584847	1	3
584858	3	584857	1	4
584863	2	898206	2	4
584873	4	584872	2	6
584880	2	584879	1	3
584884	4	584883	1	5
584889	2	584888	1	3
584908	7	584907	6	13
584922	1	584921	2	3
584927	4	141804	1	5
584930	4	584929	4	8
584938	4	584937	2	6
584943	3	584942	7	10
584945	2	584944	6	8
584949	6	584948	10	16
584951	3	584950	3	6
584965	1	584964	3	4
584968	4	584967	2	6
584972	1	584971	5	6
584981	1	898245	2	3
584985	8	584984	2	10
584987	13	584986	5	18
585017	2	585016	1	3
585036	3	585035	1	4
585047	7	585046	10	17
585049	2	585048	10	12
585059	2	585058	8	10
585062	3	585061	7	10
585069	3	585068	1	4
585072	6	585071	4	10
585074	8	898286	2	10
585076	3	585075	9	12
585082	8	585081	6	14
585090	7	585089	6	13
585094	1	585093	13	14
585103	7	585102	8	15
585126	4	585125	1	5
585132	3	585131	2	5
585138	4	141903	1	5
585149	4	585148	1	5
585168	1	585167	3	4
585174	2	585173	4	6
585178	3	585177	6	9
585180	4	585179	21	25
585185	6	585184	2	8
585187	1	585186	8	9
585193	8	141931	8	16
585204	2	585203	3	5
585206	4	585205	3	7
585212	6	585211	7	13
585217	1	585216	3	4
585226	4	585225	6	10
585231	1	585230	4	5
585239	2	585238	1	3
585241	1	585240	1	2
585245	11	585244	2	13
585250	8	585249	13	21
585293	3	585292	2	5
585304	2	585303	3	5
585308	3	585307	2	5
585315	3	585314	3	6
585316	6	326416	8	14
585318	1	141990	4	5
585321	3	585320	2	5
585326	1	585325	12	13
585342	1	585341	3	4
585351	2	585350	1	3
585359	1	585358	3	4
585361	2	585360	6	8
585363	2	585362	6	8
585371	2	585370	2	4
585376	1	585375	4	5
585383	1	585382	2	3
585400	13	585399	3	16
585402	5	585401	5	10
585404	6	585403	6	12
585406	2	585405	5	7
585412	4	326424	1	5
585427	6	585426	3	9
585434	1	585433	4	5
585440	5	585439	2	7
585449	7	585448	2	9
585464	1	585463	5	6
585466	2	585465	8	10
585483	2	585482	7	9
585496	4	585495	9	13
585502	2	585501	2	4
585504	2	585503	3	5
585519	2	326467	1	3
585522	3	585521	3	6
585536	2	585535	1	3
585547	2	585546	2	4
585556	2	585555	2	4
585564	77	142158	3	80
585578	5	585577	4	9
585602	9	585601	10	19
585606	10	585605	5	15
585608	10	585607	5	15
585610	4	585609	12	16
585618	4	585617	5	9
585625	41	585624	7	48
585630	4	585629	4	8
585631	2	585628	4	6
585635	3	585634	3	6
585639	3	585638	2	5
585655	8	585654	4	12
585664	11	898559	9	20
585667	5	585666	4	9
585672	3	585671	5	8
585682	11	585681	4	15
585706	2	585705	2	4
585708	1	585707	4	5
585711	5	585710	4	9
585724	3	142217	1	4
585727	2	585726	2	4
585733	2	585732	1	3
585736	1	585735	4	5
585737	4	142228	1	5
585740	3	585739	12	15
585743	2	585742	5	7
585750	4	585749	13	17
585762	5	585761	3	8
585766	2	585765	6	8
585778	3	142258	1	4
585790	5	585789	9	14
585794	1	142264	1	2
585806	6	585805	4	10
585809	4	585808	5	9
585824	9	585823	9	18
585827	7	585826	10	17
585829	13	585828	11	24
585836	5	898617	10	15
585846	5	585845	1	6
585848	2	585847	1	3
585852	4	585851	3	7
585865	6	585864	10	16
585869	22	585868	5	27
585874	18	585873	9	27
585877	10	585876	14	24
585882	5	585881	5	10
585889	10	585888	21	31
585901	7	585900	18	25
585914	20	585913	13	33
585917	1	585916	4	5
585924	21	585923	13	34
585950	6	585949	8	14
585959	6	585958	6	12
585963	18	585962	9	27
585965	7	142311	4	11
585970	4	585969	11	15
585979	5	585978	1	6
585984	2	585983	5	7
585994	6	585993	3	9
586001	6	898671	2	8
586005	1	586004	4	5
586007	7	142327	8	15
586009	6	586008	5	11
586011	1	586010	2	3
586013	9	586012	6	15
586017	3	586016	2	5
586021	1	586020	6	7
586025	9	586024	4	13
586040	5	586039	2	7
586050	29	586049	14	43
586053	5	586052	3	8
586056	3	586055	4	7
586083	9	586082	3	12
586085	2	586084	6	8
586124	8	586123	8	16
586127	1	586126	7	8
586149	16	586148	7	23
586151	8	142351	2	10
586154	2	586153	1	3
586167	8	586166	3	11
586176	2	586175	7	9
586197	3	586196	12	15
586198	2	142369	8	10
586219	2	586218	6	8
586222	6	586221	7	13
586237	3	586236	5	8
586250	2	586249	4	6
586255	1	586254	3	4
586264	2	586263	1	3
586270	3	586269	7	10
586282	4	586281	4	8
586296	4	586295	4	8
586304	3	586303	1	4
586316	1	898818	1	2
586318	5	142461	3	8
586321	9	586320	5	14
586353	3	586352	5	8
586355	5	586354	8	13
586361	1	586360	3	4
586411	4	586410	3	7
586413	5	586412	2	7
586418	1	586417	2	3
586426	4	586425	3	7
586429	6	586428	7	13
586431	6	586430	7	13
586434	4	586433	5	9
586437	1	586436	3	4
586462	4	586461	4	8
586466	3	586465	1	4
586469	6	586468	19	25
586471	1	586470	4	5
586475	2	586474	2	4
586481	3	586480	6	9
586485	6	326594	2	8
586489	4	586488	3	7
586499	5	142577	5	10
586510	4	586509	4	8
586514	2	586513	3	5
586522	3	586521	6	9
586535	3	586534	5	8
586541	7	586540	4	11
586554	4	586553	6	10
586557	3	586556	1	4
586569	1	142608	3	4
586570	3	898932	2	5
586576	10	586575	7	17
586588	1	586587	1	2
586620	1	586619	1	2
586640	3	586639	4	7
586644	5	142637	3	8
586654	11	142643	9	20
586655	4	898961	2	6
586714	5	586713	2	7
586724	1	586723	3	4
586726	2	586725	10	12
586734	2	586733	3	5
586738	3	586737	4	7
586741	4	586740	1	5
586745	1	586744	7	8
586751	3	586750	3	6
586753	2	586752	3	5
586755	1	586754	4	5
586764	2	586763	3	5
586766	2	586765	6	8
586774	9	586773	6	15
586777	4	586776	3	7
586779	2	586778	3	5
586782	3	586781	1	4
586792	4	586791	2	6
586793	3	586789	1	4
586799	5	586798	9	14
586802	4	586801	1	5
586827	2	586826	4	6
586830	5	586829	2	7
586842	2	586841	3	5
586844	5	586843	2	7
586852	1	586851	4	5
586860	5	586859	3	8
586863	2	586862	1	3
586869	1	586868	3	4
586871	1	586870	1	2
586874	3	586873	1	4
586876	4	142719	3	7
586883	1	586882	1	2
586885	1	586884	1	2
586894	4	586893	7	11
586897	3	586896	2	5
586899	1	586898	4	5
586916	7	586915	2	9
586926	3	586925	2	5
586927	2	142743	2	4
586934	1	586933	1	2
586941	1	586940	8	9
586946	4	586945	4	8
586950	3	586949	2	5
586952	3	586951	6	9
586962	2	586959	1	3
586964	5	586963	7	12
586966	7	586965	3	10
586968	2	586967	7	9
586970	2	586969	4	6
586972	1	586971	6	7
586979	1	586978	1	2
586983	3	586982	1	4
586992	3	586991	1	4
587003	4	326657	3	7
587005	3	587004	1	4
587007	2	587006	33	35
587031	4	587030	5	9
587033	3	587032	2	5
587035	2	587034	2	4
587041	6	587040	2	8
587047	3	587046	10	13
587057	1	587056	2	3
587062	2	587061	6	8
587065	4	587064	1	5
587069	1	587068	5	6
587079	6	587078	5	11
587083	1	587082	2	3
587090	1	587089	3	4
587092	8	587091	8	16
587102	3	587101	4	7
587108	1	899108	1	2
587112	2	587111	4	6
587115	8	587114	6	14
587120	3	587119	1	4
587122	1	587121	5	6
587126	8	587125	2	10
587130	1	587129	3	4
587132	9	142812	3	12
587134	2	587133	1	3
587147	6	587146	4	10
587155	4	587154	7	11
587168	4	587167	4	8
587172	4	326680	1	5
587175	2	587174	5	7
587195	3	587194	5	8
587198	3	587197	4	7
587200	7	587199	4	11
587202	12	587201	20	32
587220	5	587219	1	6
587226	2	587225	7	9
587232	7	587231	2	9
587247	6	587246	4	10
587255	2	899145	2	4
587266	6	587265	12	18
587272	3	587271	2	5
587275	19	587274	1	20
587283	6	587282	7	13
587289	5	587288	5	10
587292	2	587291	7	9
587308	4	587307	3	7
587310	2	587309	1	3
587314	1	587313	4	5
587317	3	587316	11	14
587324	1	587323	2	3
587327	1	587326	25	26
587328	4	142875	4	8
587332	3	587331	3	6
587341	13	142886	2	15
587346	8	587345	2	10
587350	3	587349	7	10
587357	4	587356	2	6
587367	6	326699	8	14
587368	5	142907	4	9
587371	2	587370	1	3
587375	10	587374	10	20
587387	1	587386	2	3
587388	6	899198	4	10
587396	13	587395	7	20
587404	2	326702	4	6
587412	5	587411	3	8
587417	3	587416	12	15
587419	10	587418	11	21
587421	5	587420	3	8
587428	4	587427	3	7
587431	9	587430	4	13
587433	5	587432	1	6
587437	7	587436	1	8
587439	2	587438	5	7
587441	2	587440	6	8
587449	7	587448	2	9
587450	3	899231	9	12
587452	2	326706	2	4
587459	6	587458	2	8
587464	1	142945	1	2
587478	4	587477	1	5
587496	2	142968	3	5
587503	1	587502	1	2
587506	2	142975	1	3
587511	1	587510	1	2
587520	1	587519	1	2
587539	2	587538	2	4
587545	1	587544	1	2
587549	3	587548	2	5
587557	1	587556	1	2
587563	1	587562	3	4
587570	3	587569	3	6
587578	14	587577	10	24
587622	6	587621	3	9
587631	1	587630	2	3
587634	2	587633	1	3
587636	2	587635	13	15
587641	9	587640	2	11
587645	3	587644	3	6
587650	1	899318	1	2
587660	3	587659	2	5
587663	4	587662	2	6
587665	3	587664	5	8
587672	1	587671	4	5
587674	2	587673	3	5
587678	2	143014	4	6
587680	6	587679	8	14
587682	11	587681	1	12
587686	4	587685	5	9
587694	4	587693	2	6
587708	10	587707	7	17
587710	8	587709	3	11
587714	1	587713	2	3
587720	5	587719	2	7
587731	1	587730	5	6
587739	3	587738	6	9
587744	4	587743	15	19
587747	7	587746	3	10
587751	11	587750	3	14
587756	6	587755	6	12
587761	3	587760	2	5
587766	2	587765	1	3
587773	9	587771	5	14
587777	3	587776	1	4
587779	4	587778	4	8
587781	2	587780	3	5
587786	5	587785	2	7
587790	6	587789	5	11
587798	1	587797	2	3
587812	6	587811	14	20
587815	8	587814	4	12
587817	2	587816	3	5
587820	16	143086	5	21
587825	3	587824	2	5
587827	2	587826	3	5
587833	1	587832	1	2
587837	8	587836	6	14
587849	9	587848	5	14
587852	1	587851	1	2
587861	1	587860	6	7
587866	2	587865	3	5
587871	6	587870	7	13
587873	2	587872	7	9
587875	7	587874	3	10
587883	9	587882	3	12
587885	2	587884	3	5
587890	14	587889	2	16
587898	4	587896	1	5
587903	6	587902	4	10
587915	5	587914	10	15
587933	5	587932	4	9
587937	7	899414	4	11
587940	8	587939	3	11
587956	1	587955	1	2
587970	3	587969	5	8
587971	5	899426	13	18
587973	7	587972	19	26
587985	2	587984	4	6
588003	15	588002	9	24
588017	6	588016	15	21
588021	16	588020	21	37
588023	19	588022	17	36
588029	13	588028	11	24
588038	4	143182	1	5
588039	5	143183	6	11
588047	1	899457	4	5
588060	11	588059	5	16
588066	9	588065	5	14
588068	19	588067	1	20
588074	5	588073	1	6
588079	2	588078	1	3
588081	15	588080	8	23
588105	1	588104	4	5
588110	4	588109	5	9
588118	3	588117	1	4
588120	1	588119	1	2
588140	24	588139	13	37
588170	3	588169	2	5
588176	3	588175	3	6
588183	3	143237	4	7
588190	7	588189	16	23
588193	2	588192	1	3
588207	3	143244	3	6
588215	3	588214	1	4
588218	5	588217	2	7
588227	10	588226	8	18
588237	8	588236	2	10
588239	2	899546	7	9
588246	11	588245	6	17
588248	1	588247	1	2
588255	4	143255	2	6
588258	1	588257	4	5
588259	5	899559	4	9
588263	5	588262	11	16
588266	5	588265	1	6
588279	2	588278	6	8
588286	3	588285	4	7
588288	2	588287	3	5
588291	4	899572	3	7
588294	1	588293	3	4
588298	5	588297	3	8
588300	2	588299	4	6
588318	4	588317	8	12
588319	5	143283	2	7
588325	2	588324	4	6
588329	1	588328	5	6
588344	2	588343	4	6
588350	3	588349	6	9
588360	5	588359	8	13
588363	6	588362	7	13
588386	8	588385	2	10
588394	4	588393	10	14
588399	5	588398	3	8
588408	6	588407	2	8
588413	5	1055097	1	6
588431	5	899629	3	8
588435	3	588434	1	4
588446	3	588445	2	5
588447	9	143390	2	11
588449	3	588448	7	10
588464	5	143406	2	7
588466	4	588465	3	7
588467	2	143408	3	5
588475	4	588474	8	12
588479	1	588478	6	7
588482	3	588481	5	8
588491	9	588490	5	14
588499	8	588498	8	16
588501	4	588500	3	7
588505	8	588504	8	16
588506	4	143425	4	8
588517	11	588516	6	17
588519	5	588518	4	9
588521	1	588520	3	4
588524	9	588523	6	15
588528	8	588527	9	17
588535	5	588534	4	9
588542	5	588541	5	10
588544	1	588543	1	2
588557	8	588556	3	11
588559	1	143458	2	3
588573	4	143472	3	7
588575	2	588574	2	4
588578	2	588577	4	6
588584	2	588583	6	8
588588	4	588587	9	13
588590	3	588589	2	5
588601	2	588600	25	27
588617	4	588616	4	8
588627	3	143521	4	7
588636	1	588635	5	6
588656	5	588655	4	9
588660	5	588659	5	10
588663	8	588662	1	9
588675	1	588674	3	4
588681	3	588680	2	5
588684	5	588683	1	6
588687	4	588686	1	5
588697	1	143585	2	3
588706	8	588705	5	13
588716	3	143621	3	6
588724	1	143626	1	2
588733	1	588732	2	3
588735	2	588734	1	3
588749	1	143651	3	4
588755	5	588754	2	7
588758	3	326891	10	13
588781	3	588780	1	4
588796	1	588795	1	2
588807	7	588806	8	15
588809	2	588808	6	8
588814	2	588813	2	4
588817	6	588816	1	7
588826	4	588825	5	9
588840	3	588839	2	5
588844	1	588843	2	3
588845	7	143732	3	10
588851	5	588850	9	14
588862	3	588861	5	8
588870	4	588869	1	5
588873	8	588872	2	10
588875	1	588874	9	10
588879	5	588878	5	10
588881	5	588880	4	9
588886	2	143765	4	6
588891	1	588890	2	3
588896	2	588895	7	9
588901	2	588900	6	8
588916	1	588915	5	6
588924	1	143797	6	7
588929	4	588928	4	8
588935	3	588934	1	4
588941	1	326929	2	3
588946	6	588945	6	12
588954	7	588953	3	10
588967	5	588966	2	7
588982	1	588981	3	4
588984	2	588983	5	7
588998	2	588997	3	5
589008	1	589007	2	3
589013	8	589012	4	12
589037	4	589036	1	5
589046	2	589045	5	7
589056	2	589055	2	4
589057	2	143899	2	4
589061	2	589060	3	5
589065	2	589064	1	3
589068	4	589067	5	9
589081	3	143919	1	4
589085	5	589084	4	9
589088	2	143931	3	5
589093	1	589092	2	3
589095	3	143932	4	7
589097	1	589096	3	4
589111	4	589110	11	15
589118	3	589117	5	8
589120	3	589119	1	4
589122	3	589121	5	8
589126	3	589125	6	9
589128	3	589127	5	8
589136	7	589135	4	11
589148	5	589147	2	7
589152	1	589151	3	4
589155	15	589154	112	127
589162	2	589161	93	95
589179	6	589178	5	11
589184	1	589183	1	2
589189	1	589188	7	8
589201	1	589200	5	6
589207	2	589206	11	13
589210	7	589209	3	10
589212	2	589211	9	11
589213	2	899958	2	4
589221	1	589220	7	8
589222	2	144019	10	12
589232	6	589231	2	8
589241	10	144040	2	12
589244	2	589243	13	15
589250	9	589249	8	17
589253	2	589252	1	3
589264	8	144049	4	12
589277	4	589276	3	7
589278	8	144055	4	12
589290	1	589289	5	6
589301	2	589300	1	3
589303	6	589302	11	17
589310	3	589309	4	7
589345	7	144099	1	8
589347	5	589346	2	7
589351	1	589350	3	4
589355	4	589354	1	5
589373	12	589372	4	16
589380	9	589379	8	17
589384	2	589383	5	7
589392	5	589391	5	10
589393	2	144152	3	5
589409	4	589408	4	8
589426	2	589425	1	3
589435	2	589434	2	4
589437	3	589436	5	8
589440	1	589439	4	5
589443	5	589442	3	8
589462	1	589461	6	7
589468	2	589467	10	12
589480	3	589479	2	5
589488	3	589487	6	9
589492	2	589491	2	4
589493	7	144254	4	11
589503	3	589502	4	7
589506	3	589505	2	5
589519	3	144300	3	6
589525	1	589524	4	5
589528	1	589527	4	5
589531	5	589530	1	6
589534	1	900085	2	3
589540	1	589539	3	4
589551	1	589550	1	2
589556	1	589555	3	4
589569	1	589568	11	12
589572	10	589571	9	19
589574	3	589573	1	4
589582	6	589581	5	11
589597	2	589596	2	4
589610	1	589609	3	4
589623	2	589622	2	4
